id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
LAVENDER SCENTS,0.011059243,0.011452807,0.011099096,0.011210415,0.0113078635,0.011641007,0.011034017,0.011076887,0.010976585,0.0111946175,0.011953285,0.011419959,0.010842684,0.01123256,0.011476329,0.011926952
HALLWAY,0.059940565,0.061001055,0.06180917,0.0631328,0.061055064,0.05928753,0.061922777,0.05874563,0.059946824,0.059889264,0.061403528,0.06124045,0.061452724,0.061567776,0.061174758,0.06168503
SCHWA,0.019800194,0.019378353,0.019446747,0.019687956,0.019426778,0.019666556,0.01861808,0.018952308,0.019350372,0.019517288,0.018878633,0.019064303,0.019235957,0.018912334,0.019217247,0.018951645
LOVED,0.03819754,0.039379254,0.040243868,0.040270455,0.037248537,0.036863513,0.040898778,0.03648176,0.037982147,0.04154039,0.04002449,0.04007701,0.040978428,0.039718714,0.038418576,0.039179876
5 HOURS,0.010630146,0.010363778,0.0106118005,0.010250972,0.010637374,0.0110776555,0.010776371,0.010850819,0.010746595,0.010596807,0.010325814,0.010202255,0.010324929,0.010442508,0.010516324,0.010512216
INTIMATE,0.0070518698,0.007231408,0.007150489,0.0067715803,0.006728721,0.0069342833,0.007312284,0.0068413243,0.0065279845,0.0070670373,0.0068068737,0.006670513,0.0069755153,0.0069956565,0.0065740086,0.0068532815
ROUGHER,0.0055826865,0.005977635,0.005679818,0.005430964,0.0055086142,0.0054256497,0.005927396,0.006217623,0.005951491,0.0060972357,0.0056095924,0.006001616,0.005936902,0.005734495,0.0059357937,0.005901826
STERILE,0.08227761,0.08287229,0.08317517,0.08628854,0.082033694,0.08143031,0.084832385,0.078201935,0.0822902,0.08279784,0.08410771,0.08509115,0.08379318,0.08518846,0.08431168,0.08230109
ORDERED,0.06356107,0.06500265,0.06404551,0.06564187,0.064006984,0.06255886,0.06485592,0.062097706,0.06322601,0.064154305,0.06476887,0.06454265,0.06582631,0.065897375,0.064901,0.064054355
CRANBERRY/POMEGRANATE JUICE MIX,0.086820364,0.08647388,0.08711244,0.08814001,0.08782707,0.083673865,0.09122779,0.08319457,0.0849658,0.08654566,0.08749212,0.08656907,0.08886768,0.08817132,0.08991225,0.08891106
SILICON SHEET,0.093205035,0.09327444,0.09477717,0.09311276,0.089483805,0.09140319,0.09413664,0.08813828,0.09128305,0.09244585,0.09488923,0.09419948,0.0943037,0.09521063,0.09581347,0.09398454
BABY GARDEN,0.09382115,0.09376062,0.096737266,0.09682827,0.09183273,0.09272754,0.09818377,0.08858912,0.09413782,0.09464266,0.09788425,0.096270666,0.0949226,0.09725763,0.095794335,0.09449882
CUBE FLAVORS,0.11921519,0.11976908,0.121216685,0.123563506,0.11851097,0.11613102,0.12353235,0.11473025,0.12140766,0.119610175,0.12233177,0.120605856,0.120495304,0.12212756,0.12212244,0.12286535
RESERVATION PROCESS,0.059121568,0.058124706,0.059590787,0.05993184,0.057530243,0.057410754,0.06079959,0.05592829,0.05903776,0.059580784,0.058184154,0.058861166,0.060005635,0.05870907,0.05998341,0.058538795
GROUP OF 6,0.08753541,0.09062007,0.0914204,0.092228845,0.08900812,0.08743198,0.09313831,0.08559046,0.08859418,0.09092864,0.09149688,0.092119515,0.09089024,0.09049692,0.091477,0.09209638
SCISSORS,0.10537332,0.10599964,0.10793149,0.11004262,0.10476686,0.10584557,0.10968456,0.10159108,0.106847346,0.10938839,0.10797867,0.10870309,0.10952067,0.10903746,0.11039588,0.10638265
MLK WEEKEND,0.08169536,0.08238352,0.08354543,0.08491166,0.081835434,0.080519795,0.08405319,0.08092082,0.08377534,0.084075935,0.08348793,0.083197206,0.086319864,0.08379914,0.085817106,0.08375909
PUFF PASTRY,0.08837928,0.089033395,0.09106085,0.089354776,0.08637135,0.08816068,0.092429414,0.086365074,0.08789,0.08922464,0.0902131,0.090728335,0.092341706,0.09092454,0.092082754,0.090517476
PRWN WRAPPED SESAME STICK,0.013675759,0.013795104,0.013319563,0.0132772615,0.013193626,0.012820833,0.012778673,0.013014764,0.012663269,0.012444355,0.013871152,0.012975571,0.013632035,0.013672113,0.01302281,0.0134364525
PORK BELLY SPRING ROLL,0.062011607,0.06149815,0.062319785,0.06180794,0.060509104,0.05991564,0.06316813,0.059275072,0.061457675,0.061169516,0.061523188,0.059775785,0.06263142,0.06200824,0.06336216,0.061536424
DESERTS,0.049375392,0.04993257,0.048547633,0.049284715,0.048494503,0.048820604,0.049958393,0.047182225,0.049358353,0.04911013,0.050771926,0.048985604,0.050072253,0.04969302,0.05180268,0.05049014
VARIETALS,0.038463566,0.03836086,0.038876858,0.037940517,0.03826602,0.038776897,0.039352145,0.037354674,0.038679358,0.03778297,0.037723206,0.038290128,0.03708449,0.038942017,0.038623214,0.038691945
POLISHED DECONSTRUCTION,0.009576039,0.009447162,0.009025689,0.009055319,0.0095906155,0.009475872,0.009007756,0.0092044305,0.009142289,0.009030681,0.00931072,0.009349909,0.009015331,0.009210022,0.009424834,0.00937557
FOOD NETWORK,0.025998319,0.026114658,0.02606448,0.026881414,0.025397215,0.026134726,0.025788762,0.025117826,0.02512215,0.025223877,0.025812771,0.025225228,0.02646998,0.025672393,0.026032235,0.025273746
SENSUAL EXPERIENCE,0.08363912,0.08525474,0.08510496,0.08630331,0.08315651,0.08097188,0.08512735,0.080988735,0.083721325,0.08369816,0.08479645,0.0861949,0.08616792,0.08753058,0.08704758,0.086662605
ETHNIC FOOD,0.11662987,0.11661782,0.11702469,0.11886343,0.11476554,0.114107125,0.12087752,0.111120164,0.116300225,0.116797574,0.11842324,0.11689255,0.11839235,0.11791326,0.12073869,0.116637036
MICHELIN STARRED,0.09205027,0.094425865,0.09646079,0.09613972,0.09271017,0.09336001,0.095925994,0.08824261,0.094413176,0.09433533,0.09544417,0.09400563,0.09564378,0.09566486,0.09808061,0.09605323
MIDWEST,0.09092355,0.09026326,0.09121954,0.092681125,0.09006308,0.089696944,0.09584424,0.086702794,0.09094645,0.09197803,0.09164324,0.09272793,0.09332987,0.09365675,0.09406529,0.091591105
YOUTUBE VIDS,0.08953892,0.09115199,0.09076257,0.091245025,0.08942112,0.08713929,0.09181613,0.08666888,0.088948265,0.09042327,0.09206323,0.09120038,0.0916556,0.09178392,0.092111915,0.089717135
FOODIE BUSINESS,0.09733923,0.0968855,0.09937754,0.098063216,0.095774725,0.09475541,0.09743944,0.09287588,0.09544954,0.097956784,0.099635184,0.09831989,0.09866527,0.09862815,0.10075039,0.09821517
CANADA,0.016718483,0.015803099,0.015820479,0.01618911,0.0152278785,0.01550439,0.01641352,0.015823472,0.015467562,0.015613194,0.015905479,0.015543397,0.016373713,0.016101703,0.015770102,0.01576908
FOAMY FOODS,0.0991045,0.101081006,0.10195423,0.10258286,0.09914029,0.09827933,0.10429921,0.09288171,0.0997258,0.10113164,0.103304006,0.099793956,0.10088496,0.102850094,0.10246241,0.10075165
AUTOGRAPHED MENU,0.11403988,0.11552979,0.1165818,0.11859701,0.11301185,0.11250052,0.11821251,0.10944416,0.11350562,0.11602847,0.11774425,0.11630693,0.11957453,0.11599408,0.11682816,0.11641683
SEPTEMBER 2009,0.09843348,0.099347174,0.100135185,0.10081143,0.09591001,0.09699863,0.103131935,0.09449115,0.09723887,0.10141545,0.10020974,0.10026836,0.10164615,0.10214441,0.1009002,0.101063594
POST OFFICE,0.046587467,0.04830055,0.047877017,0.049600165,0.046573557,0.04576596,0.049383253,0.045074545,0.048406944,0.04954612,0.048882347,0.04800992,0.04809826,0.049614605,0.048610914,0.046777163
TABLE CLOTH,0.018041097,0.01708188,0.017512225,0.017931154,0.017131418,0.017768372,0.018300857,0.017940972,0.01739941,0.017558273,0.017863156,0.018255211,0.017824287,0.018061386,0.017466478,0.017705273
SILICONE MAT,0.009550627,0.009858963,0.01020987,0.009426294,0.009762974,0.009498858,0.009667069,0.009815079,0.009776399,0.010188284,0.009669413,0.009762201,0.009762752,0.009962928,0.009674057,0.009958813
FREEZE DRIED BLUEBERRIES,0.015855655,0.016044147,0.016663034,0.016333185,0.015994944,0.015967764,0.016347814,0.015714122,0.016521312,0.016368717,0.016158901,0.015885558,0.015990566,0.016181383,0.016228274,0.01594032
TOBACCO SAUCE,0.012932855,0.012231753,0.012496942,0.013000341,0.013012927,0.012213612,0.012856423,0.012166278,0.0129462555,0.012719706,0.012788397,0.012358311,0.012358137,0.012205492,0.012480158,0.012066317
3 HOURS,0.0073363087,0.006708119,0.007075671,0.0070474334,0.0070978645,0.007320133,0.006929028,0.007204603,0.0070632007,0.0074325325,0.007119292,0.007347582,0.0071825995,0.0071992865,0.006954979,0.0064328667
REFINE AND REDEFINE,0.017129268,0.017430887,0.018130641,0.01760545,0.017528433,0.01735863,0.018145742,0.017366497,0.017285947,0.018104907,0.017385913,0.017177986,0.017751187,0.017766347,0.01760686,0.017752834
MICKEY MOUSE,0.09597554,0.0972788,0.09809899,0.09826207,0.09476662,0.09415299,0.09980647,0.09189895,0.09404193,0.09789017,0.097329594,0.09813882,0.09860447,0.09623144,0.098655745,0.09827103
UNKNOWN,0.0038907728,0.0036851917,0.003695009,0.0037390701,0.0038597994,0.0037962245,0.003570626,0.0034696732,0.0038047626,0.0035768603,0.003889768,0.0038198857,0.0039962213,0.0037927318,0.0035706551,0.0036570595
VISIT,0.031814862,0.03167296,0.031337153,0.031628206,0.031155448,0.03120242,0.03144195,0.031211438,0.03165166,0.03180004,0.030574813,0.03128779,0.032126836,0.031145765,0.03164929,0.03162016
MEALS,0.0084740985,0.008691275,0.008832989,0.009050015,0.008456014,0.008598551,0.008451773,0.0083790235,0.008720229,0.008416465,0.008558118,0.00881501,0.008160333,0.008726567,0.008329064,0.0086820945
TRUFFLE DISHES,0.009209508,0.009245003,0.009235706,0.00973583,0.009358231,0.009318148,0.009481901,0.008843461,0.009493811,0.009599872,0.009532565,0.009954,0.009615218,0.009272081,0.009152496,0.00960318
LOBSTER,0.03361653,0.0338016,0.034010272,0.034344867,0.034884077,0.03338455,0.034149565,0.033928484,0.034462936,0.033817925,0.03469167,0.034949318,0.034200557,0.03503575,0.035907693,0.03475364
TOURNEDOS,0.008130082,0.007626795,0.008086743,0.007857649,0.0077752788,0.008087624,0.007900263,0.007798777,0.0077172536,0.007935769,0.008105263,0.008108246,0.008017827,0.00772768,0.008206878,0.008122424
GRAND TOUR,0.006292837,0.006419821,0.006129978,0.0059001558,0.0061707944,0.0061187404,0.0064856345,0.0059664017,0.0060651563,0.005971693,0.006115249,0.0058571817,0.006258153,0.0062704934,0.0062824376,0.0064632026
CHICKEN LIVER PATE,0.018296186,0.018381681,0.017640837,0.018335918,0.017946213,0.017544098,0.018527444,0.017409237,0.018139726,0.018031085,0.018140072,0.017601458,0.018199593,0.018866075,0.018018134,0.018166998
EDWARD TUFTE,0.020760305,0.02052143,0.021619413,0.02113951,0.021488316,0.021400437,0.021846993,0.02091681,0.021100933,0.020782728,0.021312797,0.020844398,0.021108104,0.022111407,0.021523647,0.021909505
MOLE,0.009568085,0.0090137385,0.009745773,0.009475648,0.0093962625,0.009718352,0.009231524,0.009379581,0.009666784,0.009311912,0.009358415,0.009271808,0.00952794,0.009539923,0.010220104,0.0097076995
NUTS AND SPICES,0.015077415,0.015076121,0.014424736,0.014726143,0.015347992,0.015182386,0.015120348,0.014764389,0.01535768,0.015457847,0.015574224,0.015064205,0.014822677,0.015717752,0.014422279,0.014992318
RESERVE-WINE PAIRING,0.006935025,0.0070635704,0.0077803163,0.0076005682,0.0075264247,0.0071391026,0.007868784,0.0071381517,0.0072115758,0.0075487415,0.007615244,0.0076366942,0.00773008,0.00773718,0.00764066,0.007390784
FAN,0.01874761,0.019196035,0.01952286,0.018551826,0.019383037,0.019321248,0.018767912,0.01859902,0.018591132,0.019244883,0.018775374,0.018723309,0.019151384,0.018895611,0.01918551,0.018381612
YELPING,0.019524483,0.019523427,0.0196617,0.018687867,0.018953089,0.0195501,0.019305952,0.019709704,0.01955765,0.02016234,0.019613044,0.019569369,0.019788971,0.01901985,0.019084457,0.019577194
WD-50,0.09394778,0.09199129,0.09459981,0.09450057,0.09107164,0.09272295,0.09644762,0.088743985,0.092443414,0.09412244,0.09333315,0.093568735,0.09500486,0.09494666,0.09723838,0.09489026
EXPERIMENTAL DINING,0.0954757,0.09571313,0.09687585,0.09512137,0.093446344,0.092825025,0.09551784,0.09069898,0.094415486,0.09413032,0.094471484,0.094036125,0.09591022,0.09495257,0.09708752,0.09541195
PILSEN,0.07449745,0.075671405,0.073923394,0.07728692,0.07428337,0.07313366,0.076929584,0.072030336,0.076679185,0.07557915,0.07578083,0.07502395,0.07698729,0.077156626,0.07769373,0.073919214
GOLD COAST,0.076304525,0.076149,0.07609911,0.07682287,0.07671307,0.07535448,0.07649964,0.073619395,0.07599318,0.07477827,0.0764574,0.07664244,0.07701428,0.077240825,0.07646482,0.075922795
24 COURSE TOUR,0.11238118,0.11483088,0.11534399,0.11646797,0.111803085,0.110699415,0.11873403,0.10958475,0.11371341,0.11500832,0.11750923,0.11514677,0.11844092,0.11590979,0.11692469,0.11389935
SENSORY BLITZKRIEG,0.019857807,0.019640073,0.021118317,0.020101685,0.01971065,0.020673167,0.020770952,0.01943728,0.01934344,0.020348553,0.02043138,0.019693688,0.019724518,0.020949215,0.020648466,0.020619811
CREATIONS,0.11384636,0.11529819,0.11812727,0.11791766,0.11264212,0.11203754,0.11607843,0.11031669,0.11195647,0.11611267,0.11551389,0.116081245,0.11707999,0.11625469,0.11825812,0.11415831
PELEGRINO'S BEST RESTAURANTS IN THE WORLD LIST,0.13947211,0.14223102,0.1404279,0.14274995,0.13936532,0.13999435,0.14442287,0.1342381,0.13880798,0.14074713,0.14344372,0.14091942,0.14565948,0.14291322,0.14445496,0.14061907
CULINARY MECCA,0.02678887,0.026707288,0.02792414,0.026356962,0.026303047,0.027494583,0.027874064,0.025648821,0.026511885,0.02747007,0.02722417,0.027033305,0.029435923,0.028345827,0.026909433,0.028633986
12 COURSES,0.09882673,0.0977145,0.09986135,0.10082665,0.094740316,0.09491449,0.10233869,0.09233213,0.097495854,0.09826731,0.10117102,0.09934151,0.0991486,0.10032359,0.10185055,0.10008867
9 COURSES,0.0075627263,0.0075497315,0.007956035,0.0075478614,0.007800541,0.008364817,0.0076716654,0.0074539892,0.008114014,0.008116759,0.008479258,0.007528252,0.0075791636,0.007818908,0.007939201,0.0077633876
THAI BANANA,0.09429014,0.094564825,0.094641924,0.09929982,0.09219662,0.093220495,0.09744738,0.090981945,0.09356837,0.095096156,0.095324636,0.09618005,0.09767486,0.097798005,0.09708237,0.09536725
PASSION FRUIT HURRICANE,0.07945078,0.080970675,0.08099479,0.08212057,0.07942048,0.0779161,0.08287425,0.0777234,0.08079328,0.08175957,0.08057839,0.08144055,0.08287723,0.08309168,0.08350922,0.0804749
POUND CAKE,0.048703946,0.048827395,0.048389643,0.04931988,0.04923713,0.048579626,0.04945673,0.047641467,0.048110664,0.04908388,0.05004372,0.050092243,0.049424447,0.04996974,0.05116892,0.050454386
EARL GREY COOKIES,0.07985753,0.08062757,0.08178188,0.08284216,0.07925968,0.08037186,0.08342922,0.077233076,0.0805914,0.081210956,0.0835032,0.08133456,0.08281481,0.081584916,0.082539424,0.08152366
GELEE,0.107332915,0.10814695,0.106096976,0.109105505,0.10582951,0.10658163,0.110499926,0.10076684,0.106626995,0.107625335,0.10820539,0.107966095,0.107380345,0.10964896,0.10943115,0.1080322
CULINARY HIGH,0.06946713,0.071494415,0.07131466,0.074137285,0.07007293,0.070107535,0.07445427,0.06832181,0.07042362,0.07194014,0.07286845,0.07445,0.07371869,0.07316047,0.07327304,0.07314564
FUN-DIP,0.07831098,0.07922869,0.07940271,0.07931699,0.076678455,0.07763087,0.0817418,0.07500961,0.07786678,0.07890059,0.08071182,0.08017117,0.07953532,0.08019919,0.081172034,0.08054382
WONKA,0.09638777,0.096210465,0.096544474,0.09951589,0.09394391,0.09495062,0.09833638,0.09266293,0.0954628,0.09573385,0.097360454,0.09644182,0.09678863,0.09906235,0.10082938,0.09782349
COCKTAILS,0.0016050622,0.0015586088,0.0015941986,0.0014163504,0.0017363565,0.0017977896,0.001566771,0.0015798447,0.0015987997,0.0017153319,0.0014876248,0.0015710301,0.0015866552,0.0016567351,0.0014496221,0.0015405216
SOUTH-EAST ASIAN FLAVOURS,0.093812145,0.09573157,0.0956738,0.09727356,0.093101256,0.09300646,0.09635045,0.09125596,0.0945929,0.096842304,0.097813636,0.09405262,0.09739935,0.09615796,0.09795473,0.094928846
DECONSTRUCTIONS,0.1433582,0.14441475,0.14428753,0.14456822,0.13911739,0.1393101,0.14672473,0.13610342,0.14231539,0.14529333,0.14549679,0.14497523,0.14568521,0.14779659,0.146572,0.14502117
RE-INTERPRETATIONS,0.09669619,0.09679979,0.09854795,0.101230174,0.096881755,0.09712055,0.10034834,0.09518333,0.09865314,0.09842193,0.097913176,0.10038014,0.09896258,0.10042445,0.099956796,0.09845285
PORK BELLY WRAPS,0.08760552,0.08730997,0.086663246,0.08892455,0.08664139,0.085288905,0.09114164,0.08334556,0.084480636,0.08692572,0.08725613,0.08614761,0.09089014,0.08921817,0.08908431,0.08714026
IBERICO HAM,0.057645336,0.05883426,0.058423452,0.058485292,0.057401836,0.05691219,0.05911886,0.05477962,0.056779392,0.059416443,0.058630876,0.05826135,0.059133906,0.059750263,0.058682904,0.058445323
BUBBLICIOUS GUM,0.080588445,0.08122437,0.08224538,0.08245845,0.08015816,0.078997046,0.08277246,0.075873315,0.08077614,0.08034188,0.08234607,0.08241934,0.08042619,0.08206076,0.08245297,0.08188495
24 COURSE,0.07199073,0.07422881,0.07341648,0.07573707,0.07355599,0.07253903,0.07554062,0.0699546,0.07274825,0.07472111,0.07587821,0.07466973,0.075190865,0.074294835,0.075955234,0.07450478
SNEAK PEAK,0.09571272,0.095675126,0.095284246,0.096754104,0.09271177,0.09376192,0.0974398,0.08972055,0.093524255,0.09465514,0.09671352,0.09581073,0.0935384,0.09603635,0.098122016,0.09641181
MANAGE A TROIS CALIFORNIA TABLE WINE,0.016559368,0.0172056,0.017034808,0.016812772,0.015975036,0.016277429,0.016027262,0.016240248,0.01664424,0.017048836,0.016168546,0.016703336,0.017163895,0.01677416,0.017022345,0.01628552
FIVE STARS,0.042780854,0.04366613,0.042740278,0.042457577,0.04305708,0.04184876,0.043309934,0.04261607,0.043168418,0.04236947,0.043046817,0.042512156,0.043749988,0.043046802,0.044146456,0.04308019
FOUR STARS,0.008890837,0.009068443,0.009216512,0.00957759,0.008587599,0.00912023,0.008768367,0.008723472,0.009040309,0.009008025,0.0086501,0.008796133,0.008725189,0.008620751,0.008542015,0.009125105
SCOTT,0.025912188,0.026478311,0.026239373,0.026459437,0.025347311,0.025947843,0.025523534,0.02574983,0.026083002,0.025868956,0.02587143,0.025678381,0.026967328,0.025914941,0.026915269,0.025907297
TOUR,0.023807094,0.023512553,0.023946308,0.02378742,0.024245966,0.02469534,0.023583539,0.022896588,0.023720456,0.022747677,0.023965456,0.024288448,0.024370737,0.023319053,0.02333795,0.023668636
PUREEING VEGETABLES,0.12502061,0.12763506,0.12869549,0.12954906,0.12326514,0.12425718,0.13327071,0.12272516,0.12699893,0.1307129,0.13154832,0.12791774,0.13153851,0.13022198,0.12991616,0.12962082
GRILLING MEAT ON HOT STONES,0.08616645,0.08656685,0.08763184,0.088324025,0.08367953,0.083363876,0.08985864,0.08330832,0.08592604,0.08555342,0.08788724,0.088407576,0.09033473,0.08857438,0.08927043,0.08721581
FREEZING WITH LIQUID NITROGEN,0.10911772,0.108990975,0.111126825,0.1152651,0.1075481,0.10698455,0.11268733,0.10531923,0.109434605,0.110369876,0.11089389,0.111313485,0.112196356,0.10962823,0.11306845,0.11274602
DATE,0.058880504,0.059501015,0.060462244,0.0608702,0.06019263,0.058940537,0.061355643,0.057770304,0.059275582,0.059243396,0.06104276,0.060098693,0.059065063,0.060444586,0.06098602,0.059842214
AUTOGRAPH,0.019232359,0.020288646,0.019349467,0.019789089,0.018754732,0.019276254,0.019793767,0.018504202,0.018853564,0.020098295,0.019342214,0.019416941,0.020001959,0.019119848,0.01970828,0.01922854
AWESOME,0.020050963,0.02092664,0.020710558,0.021119287,0.020217832,0.02151874,0.020635055,0.020405818,0.020289171,0.02089971,0.019700833,0.021227382,0.020677654,0.020408813,0.02073576,0.02120573
TWENTY-THREE COURSE TOUR,0.0073392563,0.007942776,0.00777987,0.0075831832,0.007940413,0.007900175,0.0074454183,0.0077972533,0.0074032624,0.00770739,0.007393373,0.007571698,0.0076903244,0.008200916,0.0075052963,0.007892129
EIGHT HUNDRED FIFTY DOLLARS,0.003915527,0.0038827097,0.003988388,0.0038326401,0.0036822157,0.0035936474,0.003973962,0.0038137094,0.003981867,0.003961462,0.0038534843,0.0038496577,0.004019954,0.004024009,0.0034579963,0.0038685254
FILM FESTIVAL,0.009498296,0.009914503,0.010383144,0.010429449,0.009912567,0.009881705,0.009781193,0.010085793,0.009844297,0.010228964,0.01026032,0.010329275,0.010636808,0.010623779,0.010134608,0.010133719
BEST FRIENDS,0.11207805,0.11329009,0.11590084,0.115331456,0.11156218,0.11390132,0.11686591,0.10845865,0.1148493,0.11412145,0.11597271,0.11570136,0.11496957,0.11619799,0.11656289,0.11570818
DUPLEX,0.013566233,0.013354384,0.013261499,0.013875853,0.013213967,0.013857393,0.013519352,0.013021685,0.013302181,0.013374683,0.013193589,0.013022317,0.0135982325,0.013159033,0.013380658,0.013638364
24 COURSE TASTING MENU,0.009944297,0.00931657,0.010125143,0.009516928,0.010239065,0.009632237,0.009510417,0.009767255,0.009629164,0.009885038,0.0092695225,0.009490021,0.0097034685,0.0101057645,0.010076756,0.009733425
LIFE CHANGING EVENT,0.10059401,0.10094636,0.101750925,0.10457367,0.0995976,0.09841809,0.103956744,0.09368888,0.10152516,0.10159113,0.101514004,0.100970045,0.10449804,0.09996226,0.10450351,0.099973164
PUBLIC LIBRARIES,0.013579499,0.01345574,0.013039993,0.013428725,0.013030785,0.012837699,0.012967576,0.012694956,0.012459163,0.013219945,0.012977557,0.012731826,0.013632381,0.013292469,0.013371336,0.012637688
EVEREST,0.0728044,0.07281491,0.07315299,0.07435544,0.0718333,0.072391525,0.07356046,0.07131947,0.072434634,0.072521254,0.07298597,0.07375775,0.073295586,0.07360736,0.07403894,0.073112525
HALSTED BUS,0.102631934,0.10211109,0.10363127,0.105471954,0.10050154,0.10069846,0.105463535,0.09552547,0.10093416,0.10160309,0.10414404,0.10425586,0.10192261,0.10430087,0.105234236,0.10390718
$580 MEAL,0.027804416,0.027547829,0.027111702,0.027761992,0.027081678,0.026329698,0.026873361,0.0265342,0.026387429,0.028389296,0.028325137,0.028709352,0.027919292,0.02688986,0.026761204,0.026596684
POOR GIRL,0.07349857,0.07456663,0.07513706,0.07433292,0.073451936,0.072462164,0.07536583,0.07176715,0.0744016,0.07444212,0.074331835,0.0741287,0.077207476,0.07632071,0.07504633,0.074245766
EVENT DINING,0.001841984,0.0018780847,0.0018660454,0.0019136781,0.0017909962,0.0017609154,0.0016850025,0.0018979923,0.0019022226,0.0018354268,0.002071079,0.0016410677,0.0017971366,0.0020274555,0.0016470976,0.0017577265
24-COURSE OPTION,0.022434399,0.022519661,0.023098052,0.022700109,0.022053951,0.021914087,0.022376504,0.022387985,0.021773517,0.02141443,0.022027764,0.022037627,0.022309907,0.022929946,0.022242276,0.022761062
ONE YEAR ANNIVERSARY,0.08799292,0.09104629,0.09101762,0.09129482,0.088395454,0.086945556,0.09140364,0.084269896,0.08824438,0.08926523,0.09047367,0.08874313,0.091313906,0.090209745,0.092091486,0.08927378
DECEMBER 2007,0.02849405,0.02990019,0.03096804,0.029627744,0.028876346,0.027277237,0.030134149,0.027911788,0.029063746,0.03007738,0.030501533,0.02913187,0.029588826,0.03063187,0.029089617,0.03001941
PLASTIC STRAW,0.0069473833,0.0066684233,0.0075296774,0.0069553396,0.007244738,0.006711193,0.0069012963,0.0065733897,0.0064808717,0.0071815345,0.007033057,0.006818508,0.007019721,0.0068546706,0.006686177,0.0067851674
WHITE TRUFFLE OIL,0.025867455,0.025815692,0.02637781,0.025526462,0.0262076,0.025545571,0.025431003,0.02545439,0.026204715,0.025280893,0.026338618,0.026974253,0.026478874,0.026109036,0.026375465,0.026508978
JUNIPER SCENT,0.026136726,0.025565155,0.0263299,0.026553474,0.026429396,0.026332222,0.025988959,0.026139108,0.026806846,0.027529787,0.026850784,0.026334688,0.026681496,0.02610091,0.026809487,0.027311182
RENT,0.05299469,0.051253095,0.05294667,0.05335474,0.051289007,0.051463883,0.05303035,0.050109357,0.053028025,0.052450478,0.052919187,0.052808262,0.052451216,0.051880546,0.05430341,0.053911794
GIBSON'S,0.056722883,0.057576343,0.057132464,0.05717738,0.055263817,0.05466553,0.056674734,0.055045277,0.056649175,0.055422638,0.057741318,0.056761533,0.0571695,0.056710616,0.057514366,0.056789264
HERV THIS,0.082582645,0.08366118,0.085008785,0.08440179,0.08257887,0.082947046,0.08785327,0.08071179,0.08415745,0.08671481,0.08699572,0.08578884,0.086913176,0.086343326,0.085589655,0.0854595
ADVANCEMENT THEORY,0.1086308,0.10825941,0.108009204,0.11051448,0.10620023,0.10450003,0.10888976,0.10427948,0.10790291,0.109223366,0.10997696,0.11200728,0.110573485,0.108664624,0.11103788,0.11116448
TOMATO MOZZARELLA SALAD,0.06820555,0.06870361,0.069030076,0.07006154,0.068111315,0.06736103,0.071271285,0.066014335,0.0701421,0.068581544,0.069566,0.07110511,0.070237294,0.070705384,0.072819695,0.07119249
FOAMS,0.059003048,0.060427397,0.06077652,0.062213458,0.058781512,0.06005281,0.062399935,0.05737578,0.060003735,0.059906267,0.060250405,0.06141478,0.06169912,0.06117541,0.0615199,0.060498185
CONSUMER EXPECTATIONS,0.14413196,0.14449462,0.14707415,0.14715242,0.14147258,0.13946614,0.148582,0.13781883,0.14492951,0.14770594,0.1445359,0.14909503,0.14652471,0.14555374,0.14931391,0.14736935
CULTURAL CONDITION,0.026073024,0.02520074,0.025328796,0.025310066,0.025258712,0.024707101,0.024510412,0.024221981,0.025010804,0.026115233,0.024800748,0.025302228,0.025980972,0.025419202,0.025310505,0.025611311
CULINARY CONDITION,0.08019171,0.08099363,0.08132985,0.08261328,0.0790685,0.07960291,0.08260044,0.07698667,0.08090091,0.08031072,0.08096386,0.08246581,0.08199717,0.08207081,0.08286804,0.08057667
REVIEWERS,0.035400197,0.035307318,0.035547867,0.036769338,0.03597153,0.035339918,0.036118016,0.03577399,0.03485825,0.034938723,0.03534921,0.035790525,0.035153,0.035320014,0.03600167,0.03524248
DINING AREAS,0.026156403,0.025810137,0.026079874,0.026434373,0.026833292,0.026639413,0.027070839,0.026042763,0.026708357,0.026469303,0.026660949,0.02648845,0.026339728,0.026899086,0.027552351,0.026489165
LONG MENU,0.0063404827,0.0064294157,0.006374064,0.0061850334,0.0061226757,0.006064648,0.0060343444,0.0060991454,0.0064547127,0.006153497,0.006019364,0.0065748584,0.006102042,0.0067716697,0.0061716926,0.006246127
WORLD CLASS CUISINE,0.017186653,0.01704409,0.01717639,0.017983291,0.017592598,0.01632902,0.01829248,0.016455676,0.017029373,0.017710006,0.017393848,0.017250173,0.017698517,0.018698584,0.017046394,0.017421514
ENTERTAINMENT,0.007216286,0.0074844444,0.007338286,0.0069542304,0.007043462,0.0070417468,0.0071978974,0.0071610417,0.007256017,0.007385978,0.0072642155,0.007437235,0.0069270283,0.007502231,0.0068983785,0.0074343327
DINNER AND DRINKS,0.015640324,0.015626373,0.01632589,0.01698206,0.016115244,0.015728626,0.017536903,0.015908672,0.016507694,0.016793469,0.016350158,0.016198482,0.01692221,0.016946591,0.016141333,0.016734667
